0#0,0,
1#0,20,1호선
2#21,62,1호선
3#63,66,1호선
4#67,98,1호선
5#99,103,2호선
6#104,108,2호선
7#109,129,2호선
8#130,153,2호선
9#154,193,3호선
10#194,234,5호선
11#235,240,5호선
12#241,248,5호선
13#249,296,4호선
14#297,329,6호선
15#337,378,7호선
16#379,395,8호선
17#396,415,분당선
18#416,421,공항철도
19#422,451,인천1호선
20#452,480,중앙선
21#481,517,9호선
22#518,519,1호선
23#330,336,6호선
24#0,0,
25#0,0,
26#0,0,
27#0,0,
28#0,0,
29#0,0,
30#0,0,

