0#100,0,4
1#101,1,4
2#102,2,2
3#103,3,1
4#104,4,1
5#105,5,2
6#106,6,3
7#107,7,2
8#108,8,3
9#109,9,2
10#110,10,3
11#111,11,2
12#112,12,2
13#113,13,2
14#114,14,3
15#115,15,2
16#116,16,3
17#117,17,2
18#118,18,3
19#119,19,2
20#120,20,0
21#200,21,1
22#201,22,3
23#202,23,2
24#203,24,2
25#204,25,2
26#205,26,3
27#206,27,2
28#207,28,3
29#208,29,2
30#209,30,3
31#210,31,1
32#211,32,2
33#212,33,2
34#213,34,1
35#214,35,1
36#215,36,2
37#216,37,2
38#217,38,3
39#218,39,2
40#219,40,1
41#220,41,2
42#221,42,3
43#222,43,2
44#223,44,3
45#224,45,2
46#225,46,2
47#226,47,2
48#227,48,2
49#228,49,3
50#229,50,2
51#230,51,3
52#231,52,1
53#232,53,2
54#233,54,3
55#234,55,5
56#235,56,4
57#236,57,5
58#237,58,2
59#238,59,2
60#239,60,2
61#240,61,4
62#241,62,0
63#300,63,5
64#301,64,4
65#302,65,3
66#303,66,0
67#400,67,3
68#401,68,2
69#402,69,3
70#403,70,3
71#404,71,3
72#405,72,3
73#406,73,3
74#407,74,4
75#408,75,3
76#409,76,4
77#410,77,4
78#411,78,4
79#412,79,4
80#413,80,4
81#414,81,4
82#415,82,3
83#416,83,4
84#417,84,3
85#418,85,4
86#419,86,4
87#420,87,7
88#421,88,5
89#422,89,4
90#423,90,3
91#424,91,2.5
92#425,92,2.5
93#426,93,2.5
94#427,94,4.5
95#428,95,4.5
96#429,96,4.5
97#430,97,0
98#431,98,0
99#500,99,3
100#501,100,4
101#502,101,3
102#503,102,2
103#504,103,0
104#600,104,2
105#601,105,2
106#602,106,2
107#603,107,3
108#604,108,0
109#700,109,0
110#701,110,0
111#702,111,0
112#703,112,0
113#704,113,0
114#705,114,0
115#706,115,0
116#707,116,0
117#708,117,0
118#709,118,0
119#710,119,0
120#711,120,0
121#712,121,0
122#713,122,0
123#714,123,0
124#715,124,0
125#716,125,0
126#717,126,0
127#718,127,0
128#719,128,0
129#720,129,0
130#800,130,0
131#801,131,0
132#802,132,0
133#803,133,0
134#804,134,0
135#805,135,0
136#806,136,0
137#807,137,0
138#808,138,0
139#809,139,0
140#810,140,0
141#811,141,0
142#812,142,0
143#813,143,0
144#814,144,0
145#815,145,0
146#816,146,0
147#817,147,0
148#818,148,0
149#819,149,0
150#820,150,0
151#821,151,0
152#822,152,0
153#823,153,0
154#900,154,0
155#901,155,0
156#902,156,0
157#903,157,0
158#904,158,0
159#905,159,0
160#906,160,0
161#907,161,0
162#908,162,0
163#909,163,0
164#910,164,0
165#911,165,0
166#912,166,0
167#913,167,0
168#914,168,0
169#915,169,0
170#916,170,0
171#917,171,0
172#918,172,0
173#919,173,0
174#920,174,0
175#921,175,0
176#922,176,0
177#923,177,0
178#924,178,0
179#925,179,0
180#926,180,0
181#927,181,0
182#928,182,0
183#929,183,0
184#930,184,0
185#931,185,0
186#932,186,0
187#933,187,0
188#934,188,0
189#935,189,0
190#936,190,0
191#937,191,0
192#938,192,0
193#939,193,0
194#1000,194,0
195#1001,195,0
196#1002,196,0
197#1003,197,0
198#1004,198,0
199#1005,199,0
200#1006,200,0
201#1007,201,0
202#1008,202,0
203#1009,203,0
204#1010,204,0
205#1011,205,0
206#1012,206,0
207#1013,207,0
208#1014,208,0
209#1015,209,0
210#1016,210,0
211#1017,211,0
212#1018,212,0
213#1019,213,0
214#1020,214,0
215#1021,215,0
216#1022,216,0
217#1023,217,0
218#1024,218,0
219#1025,219,0
220#1026,220,0
221#1027,221,0
222#1028,222,0
223#1029,223,0
224#1030,224,0
225#1031,225,0
226#1032,226,0
227#1033,227,0
228#1034,228,0
229#1035,229,0
230#1036,230,0
231#1037,231,0
232#1038,232,0
233#1039,233,0
234#1040,234,0
235#1100,235,0
236#1101,236,0
237#1102,237,0
238#1103,238,0
239#1104,239,0
240#1105,240,0
241#1200,241,0
242#1201,242,0
243#1202,243,0
244#1203,244,0
245#1204,245,0
246#1205,246,0
247#1206,247,0
248#1207,248,0
249#1300,249,0
250#1301,250,0
251#1302,251,0
252#1303,252,0
253#1304,253,0
254#1305,254,0
255#1306,255,0
256#1307,256,0
257#1308,257,0
258#1309,258,0
259#1310,259,0
260#1311,260,0
261#1312,261,0
262#1313,262,0
263#1314,263,0
264#1315,264,0
265#1316,265,0
266#1317,266,0
267#1318,267,0
268#1319,268,0
269#1320,269,0
270#1321,270,0
271#1322,271,0
272#1323,272,0
273#1324,273,0
274#1325,274,0
275#1326,275,0
276#1327,276,0
277#1328,277,0
278#1329,278,0
279#1330,279,0
280#1331,280,0
281#1332,281,0
282#1333,282,0
283#1334,283,0
284#1335,284,0
285#1336,285,0
286#1337,286,0
287#1338,287,0
288#1339,288,0
289#1340,289,0
290#1341,290,0
291#1342,291,0
292#1343,292,0
293#1344,293,0
294#1345,294,0
295#1346,295,0
296#1347,296,0
297#1400,297,0
298#1401,298,0
299#1402,299,0
300#1403,300,0
301#1404,0,0
302#1405,0,0
303#1406,0,0
304#1407,0,0
305#1408,0,0
306#1409,0,0
307#1410,0,0
308#1411,0,0
309#1412,0,0
310#1413,0,0
311#1414,0,0
312#1415,0,0
313#1416,0,0
314#1417,0,0
315#1418,0,0
316#1419,0,0
317#1420,0,0
318#1421,0,0
319#1422,0,0
320#1423,0,0
321#1424,0,0
322#1425,0,0
323#1426,0,0
324#1427,0,0
325#1428,0,0
326#1429,0,0
327#1430,327,0
328#1431,328,0
329#1432,329,0
330#2300,0,0
331#2301,331,0
332#2302,332,0
333#2303,333,0
334#2304,334,0
335#2305,335,0
336#2306,0,0
337#1500,0,0
338#1501,0,0
339#1502,0,0
340#1503,0,0
341#1504,0,0
342#1505,0,0
343#1506,0,0
344#1507,0,0
345#1508,0,0
346#1509,0,0
347#1510,0,0
348#1511,0,0
349#1512,0,0
350#1513,0,0
351#1514,0,0
352#1515,0,0
353#1516,0,0
354#1517,0,0
355#1518,0,0
356#1519,0,0
357#1520,0,0
358#1521,0,0
359#1522,0,0
360#1523,0,0
361#1524,0,0
362#1525,0,0
363#1526,0,0
364#1527,0,0
365#1528,0,0
366#1529,0,0
367#1530,0,0
368#1531,0,0
369#1532,0,0
370#1533,0,0
371#1534,0,0
372#1535,0,0
373#1536,0,0
374#1537,0,0
375#1538,0,0
376#1539,0,0
377#1540,0,0
378#1541,0,0
379#1600,0,0
380#1601,0,0
381#1602,0,0
382#1603,0,0
383#1604,0,0
384#1605,0,0
385#1606,0,0
386#1607,0,0
387#1608,0,0
388#1609,0,0
389#1610,0,0
390#1611,0,0
391#1612,0,0
392#1613,0,0
393#1614,0,0
394#1615,0,0
395#1616,0,0
396#1700,0,0
397#1701,0,0
398#1702,0,0
399#1703,0,0
400#1704,0,0
401#1705,0,0
402#1706,0,0
403#1707,0,0
404#1708,0,0
405#1709,0,0
406#1710,0,0
407#1711,0,0
408#1712,0,0
409#1713,0,0
410#1714,0,0
411#1715,0,0
412#1716,0,0
413#1717,0,0
414#1718,0,0
415#1719,0,0
416#1800,0,0
417#1801,0,0
418#1802,0,0
419#1803,0,0
420#1804,0,0
421#1805,0,0
422#1900,0,0
423#1901,0,0
424#1902,0,0
425#1903,0,0
426#1904,0,0
427#1905,0,0
428#1906,0,0
429#1907,0,0
430#1908,0,0
431#1909,0,0
432#1910,0,0
433#1911,0,0
434#1912,0,0
435#1913,0,0
436#1914,0,0
437#1915,0,0
438#1916,0,0
439#1917,0,0
440#1918,0,0
441#1919,0,0
442#1920,0,0
443#1921,0,0
444#1922,0,0
445#1923,0,0
446#1924,0,0
447#1925,0,0
448#1926,0,0
449#1927,0,0
450#1928,0,0
