451#1929,0,0
452#2000,0,0
453#2001,0,0
454#2002,0,0
455#2003,0,0
456#2004,0,0
457#2005,0,0
458#2006,0,0
459#2007,0,0
460#2008,0,0
461#2009,0,0
462#2010,0,0
463#2011,0,0
464#2012,0,0
465#2013,0,0
466#2014,0,0
467#2015,0,0
468#2016,0,0
469#2017,0,0
470#2018,0,0
471#2019,0,0
472#2020,0,0
473#2021,0,0
474#2022,0,0
475#2023,0,0
476#2024,0,0
477#2025,0,0
478#2026,0,0
479#2027,0,0
480#2028,0,0
481#2100,0,0
482#2101,0,0
483#2102,0,0
484#2103,0,0
485#2104,0,0
486#2105,0,0
487#2106,0,0
488#2107,0,0
489#2108,0,0
490#2109,0,0
491#2110,0,0
492#2111,0,0
493#2112,0,0
494#2113,0,0
495#2114,0,0
496#2115,0,0
497#2116,0,0
498#2117,0,0
499#2118,0,0
500#2119,0,0
501#2120,0,0
502#2121,0,0
503#2122,0,0
504#2123,0,0
505#2124,0,0
506#2125,0,0
507#2126,0,0
508#2127,0,0
509#2128,0,0
510#2129,0,0
511#2130,0,0
512#2131,0,0
513#2132,0,0
514#2133,0,0
515#2134,0,0
516#2135,0,0
517#2136,0,0
518#2200,0,0
519#2201,0,0

